KneeAngles,AnkleAngles,HipAngles,PelvisAngles
4.5926425,2.315055,27.06595,5.994574999999999
4.504679257425742,1.2646128217821782,26.971222277227724,5.984771881188118
4.67588202970297,0.15356539603960417,26.889376732673266,5.989400049504951
5.138448267326733,-0.9934946534653468,26.82030693069307,6.008359009900991
5.819464603960396,-2.0574882673267325,26.753032178217822,6.039363415841585
6.715056782178218,-3.012274089108911,26.67890643564356,6.080303069306931
7.744842524752476,-3.79413994059406,26.584386633663367,6.128453316831683
8.866145247524752,-4.320806831683168,26.448188118811885,6.18275198019802
10.002384554455446,-4.581000198019802,26.25692772277228,6.240978762376237
11.098100742574257,-4.5412470792079205,25.9904896039604,6.301630049504951
12.085824900990099,-4.229940693069307,25.63485891089109,6.363476683168317
12.909080891089108,-3.666683465346535,25.17180693069307,6.425381732673268
13.545477425742575,-2.9259572821782176,24.602342574257424,6.486329504950495
13.957089702970297,-2.063960945544554,23.914882178217823,6.545206287128713
14.141718019801981,-1.155575316831683,23.11355940594059,6.600251732673268
14.10925297029703,-0.25099386138613833,22.206749504950494,6.6510941089108915
13.879986089108911,0.6046275000000003,21.20531237623762,6.6958966336633665
13.476136683168315,1.3784492772277228,20.119559405940592,6.731904603960396
12.938393415841583,2.0660671287128713,18.969803465346533,6.758978415841583
12.302681435643567,2.6684690099009893,17.77240891089109,6.775215445544554
11.60198311881188,3.194083316831683,16.54092623762376,6.777106633663365
10.87217188118812,3.6657968316831684,15.293076732673267,6.765196237623762
10.137979405940595,4.100392821782178,14.040361287128714,6.738143118811881
9.427207475247524,4.520209207920792,12.79386787128713,6.693800099009901
8.752360049504949,4.938825742574258,11.560709554455444,6.632871584158416
8.122683267326734,5.36829599009901,10.34504108910891,6.556335643564356
7.550402623762376,5.817947920792079,9.15256198019802,6.4632321782178215
7.031767356435643,6.28938797029703,7.982615495049506,6.356679851485149
6.565188851485148,6.782995247524752,6.834843861386138,6.237367772277228
6.148665693069307,7.298160693069307,5.710280816831683,6.108749603960396
5.776970712871288,7.83227202970297,4.607361762871286,5.972368415841584
5.440363079207922,8.380924504950496,3.523212687128714,5.832158267326733
5.1362728663366335,8.942630099009902,2.458133168316831,5.69032707920792
4.858918331683167,9.514943415841586,1.4115590099009883,5.550689504950495
4.60279506930693,10.094989455445546,0.38119084158415806,5.4153072277227725
4.365053668316832,10.68129386138614,-0.6329297029702987,5.287040891089109
4.146532638613862,11.272640742574257,-1.6290265346534651,5.169240247524753
3.944181896039604,11.866708465346534,-2.609505752475249,5.062460495049505
3.7635621584158425,12.462734405940594,-3.571038385148513,4.969406188118812
3.6039589108910888,13.057683168316832,-4.514530485148514,4.891880891089109
3.475546534653465,13.651410891089109,-5.435734257425743,4.830471435643565
3.379788118811881,14.241447524752473,-6.3353320792079195,4.784833415841584
3.3307228712871284,14.823710396039605,-7.206674653465346,4.757898415841584
3.3325212376237623,15.395365841584159,-8.04928524752475,4.746796386138614
3.4003320297029704,15.950714851485149,-8.855920990099008,4.751666435643564
3.5468224257425742,16.47353316831683,-9.620868019801978,4.771555445544554
3.787841138613861,16.949401485148513,-10.335747673267326,4.804375841584158
4.1334844554455445,17.35672178217822,-10.994893712871288,4.8473767326732675
4.613056683168318,17.64911188118812,-11.581322128712872,4.89876702970297
5.2401194554455435,17.78619900990099,-12.085437772277228,4.955510247524752
6.030857079207921,17.719371287128713,-12.495614504950495,5.014944158415842
7.013316485148515,17.371752475247526,-12.791087029702972,5.0749671287128715
8.207203217821784,16.67144603960396,-12.954351485148514,5.133737227722772
9.619111930693066,15.571779207920793,-12.9755,5.1900400990099005
11.265713366336634,14.009119801980198,-12.834433168316831,5.243556287128713
13.164488613861387,11.934632178217822,-12.507861386138615,5.294472128712871
15.295044554455448,9.403562871287125,-11.999248960396038,5.343756782178218
17.663126732673277,6.4574124752475175,-11.289830148514849,5.392570742574257
20.249697524752474,3.2515590396039635,-10.372612623762377,5.442902623762376
23.03092821782178,-0.036763094059406254,-9.25173920792079,5.495887574257426
25.96104653465347,-3.1791321782178255,-7.944178811881186,5.5527360396039604
29.010800000000007,-5.897096633663373,-6.435925198019798,5.614873960396039
32.11048415841584,-8.071422821782175,-4.772764950495052,5.681619207920792
35.20468069306931,-9.53720722772277,-2.9624684257425744,5.752866089108911
38.21144851485148,-10.250514851485146,-1.0403206039603938,5.827065495049505
41.05272475247526,-10.198994702970296,0.9676784158415888,5.902392821782179
43.675724752475254,-9.528957128712868,3.0199394504950567,5.976475148514852
45.96225396039604,-8.238384405940595,5.087217277227722,6.046098613861386
47.90118910891089,-6.544752920792078,7.134940693069309,6.109181089108911
49.40597722772277,-4.545495544554452,9.130245643564361,6.162608019801981
50.476925247524754,-2.4241998009900922,11.050400792079214,6.2047071287128714
51.047622277227724,-0.3186086688118721,12.863620792079216,6.232724108910892
51.18116386138614,1.6576017623762378,14.568568811881189,6.2475071782178215
50.8277896039604,3.3959407425742594,16.138559405940597,6.247084801980198
50.04568861386139,4.869334009900994,17.57789356435644,6.2326821782178214
48.85368712871286,6.057312673267331,18.880928712871295,6.205185
47.312626237623775,6.9935593564356395,20.05790198019801,6.166397376237624
45.43556435643565,7.683484059405939,21.101421782178214,6.116935297029704
43.30639554455446,8.184500643564355,22.033402475247524,6.059708663366337
40.95890247524753,8.511658316831683,22.85533217821782,5.995862821782179
38.433564851485144,8.679513316831683,23.5724900990099,5.926647871287129
35.7816094059406,8.706849752475247,24.196621782178216,5.853241188118812
33.039436138613866,8.606586485148515,24.7356599009901,5.776275297029703
30.231681188118817,8.381323465346535,25.186686138613858,5.696075099009901
27.393676237623765,8.061625693069306,25.56075891089109,5.612669257425743
24.55288960396041,7.6764633168316845,25.86123613861386,5.5258307920792085
21.737849009900998,7.262199108910893,26.087379207920794,5.436172623762376
18.98067574257425,6.862950693069305,26.247285148514855,5.343822376237624
16.31551386138615,6.516676633663368,26.345681683168316,5.249088514851485
13.781530693069318,6.256905099009902,26.388238118811884,5.15414693069307
11.422535148514857,6.100363564356436,26.38231584158416,5.060181485148515
9.265065049504955,6.03571193069307,26.340208910891086,4.969257227722772
7.367076485148516,6.043911336633663,26.269303960396037,4.884187574257426
5.751017079207921,6.074171089108911,26.1815698019802,4.8076440594059395
4.455763316831682,6.065574752475248,26.088801485148515,4.741935643564355
3.487027475247524,5.954899504950495,25.99944405940594,4.688928366336633
2.8969641584158414,5.658945841584156,25.923952475247525,4.651985297029702
2.6377677722772264,5.1510605445544595,25.866185643564357,4.630120346534653
2.7375199504950474,4.375232227722776,25.833976237623762,4.626467772277228
3.1550622277227696,3.3417977227722804,25.821912376237623,4.638581534653465
3.867299059405939,2.084628613861388,25.83271386138614,4.669080693069307
